	ko1	ko2	ko3	wt1	wt2	wt3
1428711_at	4.96	5.12	6.28	6.7	6.8	5.24
1423157_at	5.01	5.14	6.08	6.72	6.23	4.56
1442558_at	2.78	2.81	4.18	4.66	4.61	2.98
1430935_at	2.89	2.82	4.04	4.69	4.68	2.87
1455777_x_at	7.22	7.34	8.44	9.01	8.99	7.13
1424338_at	3.28	3.23	4.42	4.91	4.78	3.37
1455890_x_at	3.53	3.38	4.63	5.29	5.3	3.46
1457317_at	2.73	2.68	3.9	4.37	4.43	2.72
1435630_s_at	9.51	9.52	9.95	10.96	10.92	8.98
1423673_at	4.99	5.11	6.29	7.13	7.16	5.34
1423317_at	8.58	8.68	9.77	10.53	10.49	8.63
1432753_at	2.63	2.54	3.92	4.49	4.66	2.63
1443638_at	4.01	4.04	5.14	5.76	5.68	4.01
1431007_at	6.72	6.85	9.06	9.75	9.7	7.63
1450818_a_at	10.33	10.28	11.51	12.12	12	10.33
1425961_at	2.66	2.55	3.85	4.26	4.17	2.52
1422519_at	3.9	4.15	5.21	5.62	5.69	3.97
1456208_at	3.31	3.25	4.63	5.35	5.02	3.25
1448788_at	9.28	9.47	10.84	10.68	10.27	9.42
1417041_at	8.88	8.82	9.84	10.82	10.53	8.99
1433511_at	4.15	4.03	5.03	5.85	5.69	3.95
1443022_at	2.55	2.65	3.86	4.47	4.19	2.72
1415997_at	8.48	7.81	8.98	10.53	10.25	8.74
1457925_at	2.83	2.9	4.1	4.49	4.64	2.69
1418406_at	5.87	6.09	6.95	6.98	6.74	5.54
1422036_at	3.63	3.15	4.91	5.63	5.31	3.9
1426960_a_at	3.34	3.25	4.56	5.04	5.1	3.29
1445052_at	2.36	2.36	3.7	4.1	4.04	2.33
1446182_at	2.83	3.12	4.24	4.75	4.64	3.04
1447517_at	2.63	2.85	6.5	6.33	5.48	4.23
1434065_at	6.29	6.44	7.7	8.21	8.14	6.4
1416415_a_at	12.34	12.34	13.56	14.11	14.06	12.35
1447465_at	3.48	3.58	4.58	5.41	5.23	3.54
1451092_a_at	9.31	9.3	10.59	11.04	11	9.25
1429614_at	7.7	7.83	9.02	9.49	9.58	7.73
1417379_at	9.67	9.77	11.03	11.49	11.54	9.81
1457099_at	2.92	2.98	4.11	4.91	4.73	2.83
1460536_at	4.96	4.89	6.11	6.82	6.98	4.99
1425882_at	4.93	5.04	6.32	6.7	6.87	4.91
1458808_at	2.34	2.32	3.42	4.03	3.94	2.29
1423244_at	3.74	3.69	4.97	5.47	5.42	3.76
1454137_s_at	3.47	3.5	4.83	5.46	5.24	3.32
1445382_at	2.9	2.82	4.19	4.51	4.7	3.04
1457092_at	3.09	3.05	4.34	4.72	4.5	3.05
1434495_at	5.72	5.9	7.29	7.58	7.59	5.93
1452780_at	7.07	7.05	8.57	8.92	8.95	7.15
1451577_at	3.83	3.67	5.18	5.5	5.36	3.76
1453841_at	2.67	2.88	4	4.69	4.29	2.9
1422049_at	3.06	3.32	4.02	4.92	5.07	2.95
1450383_at	7.05	6.85	8.09	8.62	8.72	6.75
1436639_at	6.01	6.16	7.26	7.86	7.84	6.05
1460051_at	3.09	3.29	4.63	4.95	5.1	3.57
1433752_s_at	7.39	7.36	8.44	8.52	8.54	6.71
1451529_at	3.01	3.15	4.36	4.77	4.81	3.25
1417202_s_at	8.49	8.48	9.66	10.21	10.13	8.48
1430872_at	2.69	2.74	3.97	4.46	4.29	2.85
1454811_a_at	8.27	8.17	9.17	10.05	9.94	8.22
1438528_at	3.54	3.4	4.81	5.74	5.17	3.52
1443162_at	3.19	3.35	4.63	5.11	5.27	3.26
1451101_a_at	12.56	12.7	13.97	14.5	14.4	12.7
1456996_at	3	2.83	4.22	5	4.69	3.14
1429565_s_at	2.31	2.48	3.7	4.14	4.1	2.37
1419269_at	4.59	5.02	6.06	6.45	6.5	4.81
1439964_at	2.83	2.59	3.69	4.38	4.39	2.77
1443642_at	4.27	4.18	5.21	6.14	5.9	4.62
1451892_at	3.46	3.62	4.69	5.19	5.16	3.46
1458238_at	3.03	2.6	4.41	4.68	4.72	2.77
1452740_at	6.68	7.14	8.41	7.9	7.98	6.83
1417366_s_at	11.15	11.15	12.19	12.91	12.9	11.13
1447661_at	2.36	2.5	3.89	4.3	4.1	2.45
1445410_at	2.43	2.49	3.75	4.25	4.04	2.5
1432756_at	3.43	3.46	4.52	5.05	5.04	3.24
1417866_at	5.82	5.89	7.1	7.48	7.45	5.9
1435371_x_at	2.43	2.29	3.54	4.01	3.91	2.21
1430618_at	3.24	3.04	4.25	4.53	4.53	2.95
1428383_a_at	6.28	6.71	7.63	7.98	8.12	6.3
1427072_at	3.89	3.98	5.45	5.58	5.54	3.8
1451608_a_at	2.89	2.87	4.06	4.65	4.58	2.9
1420576_at	3	3.04	4.32	4.7	4.76	3.09
1430580_at	2.4	2.36	3.53	4.04	4.03	2.51
1442612_at	2.22	2.22	3.49	4.01	3.97	2.24
1451942_x_at	2.22	2.12	3.52	4.09	4.06	2.44
1433625_at	7.62	7.86	9.13	9.28	9.32	7.59
1446995_at	2.4	2.45	3.66	4.05	3.87	2.38
1423150_at	2.75	2.62	3.97	4.47	4.42	2.68
1459885_s_at	5.51	5.2	6.95	7.27	7.01	5.58
1416977_at	3.4	3.95	4.66	5.49	5.28	3.44
1431188_a_at	5.72	5.65	7.03	7.41	7.49	5.53
1427234_at	5.03	4.95	6.32	6.94	6.89	5.07
1425403_at	3.47	3.36	4.57	5.32	5.35	3.29
1446679_at	2.71	2.71	4.07	4.6	4.62	2.71
1423542_at	3.85	4	5.16	5.73	5.74	3.84
1427796_at	3.08	3.25	4.36	4.73	4.92	3.18
1426886_at	6.26	6.5	7.99	8.13	8.15	6.49
1450590_at	3.62	3.59	4.73	5.17	5.26	3.4
1459226_at	2.38	2.63	3.59	4.17	4.16	2.41
1438580_at	5.37	5.5	6.59	7.31	7.17	5.42
1441362_at	3	3.16	4.07	5.12	5.06	3.21
1438918_at	4.74	4.53	6.01	6.44	6.45	4.77
1460555_at	4.76	4.29	5.62	6.57	7.02	4.87
1428538_s_at	3.53	3.56	4.84	5.12	5.16	3.5
1458414_at	5.2	5.35	6.57	7.33	7.14	5.31
1439806_at	3.47	3.2	4.45	4.82	4.65	3.26
1457932_at	2.4	2.67	3.61	4.21	4.51	2.45
1416269_at	11.23	11.18	12.37	12.9	12.84	11.12
1419883_s_at	6.23	6.08	7.38	8.12	8	6.44
1453947_at	2.5	2.67	3.69	4.47	4.26	2.63
1459284_at	3.43	3.32	4.46	5.39	5.17	3.36
1445123_at	2.53	2.44	3.75	4.16	4.11	2.4
1427588_a_at	3.41	3.29	4.8	5.2	5.24	3.43
1415911_at	6.9	7.48	8	8.58	8.42	6.52
1428202_at	6.11	6.14	7.36	7.98	7.81	6.24
1447848_at	2.67	2.78	3.96	4.47	4.46	2.68
1433357_at	3.17	3	4.35	4.82	4.88	3.15
1444688_at	2.67	2.74	3.72	4.48	4.56	2.46
1437256_at	2.8	2.82	3.94	4.59	4.45	2.69
1427541_x_at	6.53	6.6	7.72	8.55	8.32	6.76
1452560_a_at	7.14	6.99	8.25	8.71	8.74	6.96
1453835_at	3.14	3.31	4.75	4.97	5.25	3.11
1447050_at	2.59	2.61	3.73	4.27	4.09	2.5
1441367_a_at	4.08	3.94	5.38	5.94	5.59	4.12
1421323_a_at	9.75	9.8	11.08	11.43	11.29	9.67
1443677_at	3.39	3.31	4.69	5.25	5.38	3.54
1428426_s_at	6.91	6.84	8.1	8.66	8.61	6.89
1416594_at	3.45	3.37	4.71	5.37	5.24	3.49
1418026_at	6.76	7	8.13	8.61	8.5	6.75
1419061_at	3.57	3.56	4.85	5.38	5.44	3.55
1426043_a_at	2.93	2.83	3.87	4.46	4.51	2.79
1415968_a_at	3.93	4.02	5.08	5.64	5.95	4.01
1425722_at	2.6	2.63	3.87	4.38	4.3	2.5
1450357_a_at	3.81	3.93	4.91	5.8	5.85	3.67
1419820_at	2.35	2.35	3.66	4.08	4.03	2.35
1429162_at	3.45	3.81	4.93	5.84	5.44	3.72
1447759_x_at	5.97	6.07	7.26	7.64	7.76	5.89
1452350_at	6.22	6	7.47	7.94	7.76	6.24
1427152_at	3.8	3.9	4.87	5.46	5.45	3.63
1425541_at	3.71	3.91	5.1	5.67	5.56	3.74
1428026_at	3.66	3.99	5.16	5.8	5.62	3.73
1458963_at	6.76	6.56	8.36	8.78	8.4	7.19
1423161_s_at	4.98	4.98	6.34	6.63	6.58	4.74
1437518_at	2.13	2.15	3.36	3.97	3.76	2.13
1454461_at	3.48	3.62	4.57	5.29	5.24	3.49
1433919_at	3.31	3.08	4.08	4.81	4.51	2.97
1450533_a_at	2.94	2.97	4.34	4.78	4.6	2.98
1441063_at	3.12	3.26	4.54	5.03	4.97	3.3
1426589_at	3.15	3	4.31	4.87	5.17	3.11
1455345_at	8.52	8.46	9.98	9.9	9.61	8.24
1443215_at	3.28	3.35	4.4	5.19	5.1	3.47
1425116_a_at	4.01	3.93	5.01	5.59	5.68	3.91
1420874_at	5.96	5.43	6.99	7.81	7.53	5.69
1427626_at	4.71	4.73	6.03	6.43	6.38	4.69
AFFX-PheX-3_at	4.74	4.75	6	6.33	6.29	4.49
1454060_a_at	8.62	8.73	9.96	10.51	10.39	8.72
1420613_at	10.04	10.23	11.78	11.95	11.92	10.25
1427344_s_at	3.22	3.22	4.38	5.25	5.2	3.25
1421290_at	3.22	3.32	4.67	5.12	4.94	3.34
1421127_at	5.77	6.14	7.46	7.66	7.49	5.99
1442147_at	2.97	3.09	4.12	5	4.94	3.19
1423972_at	9.46	9.51	10.56	11.11	10.97	9.23
1448145_at	7.05	7.02	8.25	8.7	8.8	6.99
1425991_a_at	3.99	3.83	5.01	5.65	5.99	3.96
1419124_at	4.13	4.17	5.41	5.82	5.93	4.38
1420231_at	2.36	2.5	3.56	4.28	4.22	2.57
1450778_a_at	8.67	8.66	9.68	10.39	10.22	8.48
1427635_at	2.1	2.1	3.51	3.9	3.85	2.31
1444752_at	3.03	3	4.37	5.04	4.97	3.37
1441068_at	3.48	3.34	4.71	5.22	5.13	3.43
1430054_at	2.84	2.7	3.9	4.58	4.49	2.73
1428877_at	10.58	10.62	11.76	12.19	12.13	10.4
1443132_at	3.76	3.79	4.98	5.47	5.42	3.79
1455827_at	6.58	6.44	8.03	8.25	8.26	6.42
1450592_at	2.52	2.46	3.59	4.28	4.2	2.5
1449562_at	3.63	3.32	4.65	5.22	5.64	3.68
1456868_at	4.41	4.28	5.26	5.83	5.62	3.8
1443494_at	5.96	5.75	7.15	7.64	7.48	5.63
1431027_at	3.25	3.34	4.69	5	5.18	3.36
1451226_at	6.57	6.82	7.97	8.26	8.37	6.39
1444999_at	2.41	2.51	3.84	4.43	4.42	2.55
1458563_at	3.82	3.46	4.89	5.22	5.46	3.54
1452952_at	3.33	3.46	4.57	5.09	5.03	3.33
1435805_at	3.75	3.79	4.75	5.58	5.17	3.9
1443484_at	3.23	3.3	4.48	4.85	5.04	3.14
1435467_at	3.51	3.39	4.71	5.14	5.2	3.16
1421269_at	6.57	6.59	7.88	8.55	8.78	6.69
1453361_at	3.8	3.81	5.1	5.59	5.53	3.76
1434024_at	4.41	4.45	5.6	6.23	6.08	4.35
1438696_at	4.25	4.72	5.76	6.07	6.29	4.33
1419428_a_at	5.21	5.38	6.39	6.9	6.86	4.86
1451983_at	3.29	3.29	4.79	5.09	5.11	3.3
1438728_at	4.77	4.8	6.37	6.75	6.4	4.98
1433237_at	3.13	3.26	4.43	5.1	4.96	2.99
1440914_s_at	3.26	3.1	4.74	5.13	5.23	3.48
1456152_at	2.58	2.39	3.69	4.58	4.33	2.44
1443855_at	3.06	3.15	4.35	4.55	4.69	2.92
1439547_at	2.35	2.38	3.55	4.15	4.09	2.47
1458426_at	3.04	3.29	4.11	4.94	4.83	2.91
1436333_a_at	5.91	5.7	7.08	7.67	7.63	5.86
1433639_at	6.6	6.72	7.9	8.82	8.78	7.01
1443548_at	2.62	2.43	3.59	4.12	4.13	2.47
1435056_x_at	6.85	6.78	8.21	8.52	8.63	6.79
1429148_at	3.77	4.31	5.07	5.6	5.74	3.84
1459119_at	4.35	3.98	5.18	6.11	6.13	4.32
1422092_at	2.99	2.65	4.1	4.3	4.38	2.9
1435980_x_at	3.67	3.39	4.49	4.99	4.94	3.01
1434084_at	6.04	6.08	7.52	8.21	7.89	6.53
1416316_at	3.1	3.34	4.67	5.15	5.1	3.21
1420288_at	2.66	2.52	3.71	4.45	4.44	2.38
1457799_at	2.81	2.78	4.14	4.84	4.62	2.78
1424608_a_at	6.32	6.55	7.57	7.71	7.37	6.1
1447501_at	2.72	2.44	3.76	4.45	4.2	2.41
1457044_at	2.42	2.35	3.61	4.01	3.9	2.16
1448555_at	6.97	7.18	8.28	8.84	8.49	7.09
1430672_at	5.59	5.57	6.73	7.38	7.43	5.36
1427001_s_at	4.98	4.97	6.56	6.89	6.85	5.31
1430614_at	5.05	5.23	6.02	7.11	6.75	5.09
1432813_at	2.37	2.41	3.57	4.26	3.93	2.27
1429046_at	4.86	5.08	6.19	6.87	6.84	5.15
1424549_at	3.47	3.66	4.53	5.18	5.2	3.35
1421065_at	9.12	9.15	10.43	11.07	10.47	9.18
1419924_at	2.98	3.22	4.46	4.9	4.71	3.14
1457500_at	3.11	3.3	4.19	5.39	5.11	3.13
1433241_at	3.1	3.01	4.14	4.78	4.89	3.24
1443884_at	5.98	6.03	7.17	7.75	7.63	5.84
1418983_at	2.71	2.98	3.82	4.5	4.35	2.84
1446937_at	4.26	4.02	5.63	5.95	5.86	4.23
1432629_at	2.99	2.79	4.36	4.91	4.74	2.78
1432814_at	2.56	2.34	3.59	4.3	4.28	2.37
1446221_at	2.78	2.66	3.92	4.41	4.29	2.66
1436991_x_at	8.65	9.11	10.07	9.55	9.53	8.37
1424959_at	2.46	2.55	3.78	4.39	4.37	2.51
1456571_at	3.99	3.78	5.07	5.8	5.64	3.85
1458391_at	4.31	4.02	5.74	6.06	5.97	4.23
1417347_at	3.82	3.65	5.08	5.44	5.3	3.87
1453362_x_at	12.47	12.42	13.63	14.26	14.18	12.46
1456051_at	2.41	2.36	3.64	4.14	4.05	2.29
1445723_at	2.7	2.56	4.2	4.35	4.29	2.73
1453932_at	3.82	4.08	4.98	5.48	5.58	3.78
1460702_at	7.14	7.08	8.38	8.95	8.66	7.24
1438457_at	2.4	2.75	3.96	4.67	4.49	2.73
1430581_at	2.32	2.22	3.44	3.99	4.05	2.15
1456244_x_at	9.2	8.94	10.23	11.19	11.08	9.2
1455558_at	5.56	5.44	6.64	7.41	7.11	5.38
1417341_a_at	8.46	8.38	9.61	10.13	10.11	8.34
1447198_at	3	2.95	4.08	4.66	4.66	2.91
1427874_at	8.29	8.1	9.16	10.15	9.92	8.29
1437925_at	2.92	3.38	4.52	5.02	4.97	3.36
1433990_at	2.69	2.71	4.07	4.5	4.44	2.51
1459865_x_at	6.52	6.49	7.81	8.63	8.5	6.57
1444473_at	3.72	3.7	5.22	5.89	5.93	4.03
1445668_at	4.08	4.19	5.5	6.07	5.66	4.01
1460191_at	7.61	7.44	8.96	9.44	9.45	7.68
1427783_at	2.45	2.4	3.59	4.02	4.04	2.21
1435733_x_at	7.87	7.88	9.14	9.51	9.44	7.8
1451756_at	4.45	4.26	5.6	6.26	6.08	4.4
1442658_at	3.55	3.48	4.79	5.18	5.13	3.48
1433496_at	7.12	7.27	8.59	9	8.93	7.2
1419640_at	7.74	7.95	9.51	9.54	9.67	7.89
1431972_a_at	5.42	5.29	6.57	7.06	7.23	5.46
1448001_x_at	2.94	3.07	4.29	4.84	4.75	3.06
1417034_at	8.71	8.69	9.71	10.38	10.37	8.38
1426499_at	7.42	7.41	8.78	8.98	9.18	7.21
1439484_at	6.22	6.37	7.36	7.83	7.63	5.9
1435334_at	6.54	6.65	7.94	8.35	8.37	6.56
1428280_at	5.68	6.07	7	8.11	7.64	5.79
1460620_at	4.89	5.01	6.35	6.56	6.67	4.89
1440646_at	2.62	2.44	3.7	4.51	4.37	2.58
1431688_at	5.28	4.81	6.73	5.96	6.65	4.85
1423451_at	8.87	8.87	10.03	10.52	10.45	8.85
1459938_at	3.13	3.05	4.5	4.83	4.67	3.12
1446510_at	3.66	3.79	5.08	5.58	5.64	4.03
1452888_at	3.64	3.53	4.81	5.59	5.44	3.33
1427283_at	7.3	7.36	8.6	9.03	8.9	7.28
1429306_at	6.95	7.01	8.1	8.7	8.44	6.87
1434867_at	7.56	7.52	8.55	9.42	9.38	7.81
1424365_at	10.8	10.59	11.81	12.38	12.25	10.54
1426503_a_at	7.38	7.4	8.83	9.26	9.2	7.65
1440122_at	2.47	2.52	3.82	4.44	4.27	2.54
1428188_at	6.35	6.4	7.53	8.09	8.06	6.06
1432737_at	3.41	3.4	4.67	5.15	5	3.48
1432754_at	3.27	3.45	4.42	5.13	5.1	3.23
1456205_x_at	10.23	10.23	11.47	11.81	11.79	10.1
1450829_at	7.7	7.59	8.76	9.33	9.28	7.66
1446574_at	4.39	4.22	5.49	5.98	5.73	3.98
1455646_at	3.66	3.86	4.87	5.71	5.7	3.69
1420441_at	7.21	7.05	8.24	9.2	9.07	7.33
1459055_at	3.05	3.08	4.36	4.81	4.67	3.04
1432056_at	3.16	3.19	4.34	4.94	4.69	3.22
1428437_at	7.44	7.57	8.91	9.65	9.54	7.82
1434301_at	3.58	3.57	5.01	5.48	5.44	3.75
1454792_s_at	7.99	8.15	9.3	9.84	9.77	7.98
1445625_at	3.21	3.3	4.56	5.1	5.02	3.33
1442011_at	4.42	4.34	5.41	6.25	6.03	4.2
1433107_at	5.06	4.78	6.17	6.85	6.77	5.17
1419369_at	4.1	4.13	5.27	5.8	5.66	4.02
1416854_at	3.63	3.6	4.86	5.34	5.47	3.54
1418334_at	8.39	8.4	9.79	10.26	10.24	8.42
1430533_a_at	7.84	7.84	9.02	9.49	9.28	7.66
1445494_at	2.44	2.45	3.54	4.18	4.13	2.39
1432920_at	2.49	2.66	3.87	4.39	4.26	2.42
1455631_at	3.29	3.17	3.94	4.75	4.77	2.9
1460466_at	8.78	8.53	9.96	10.49	10.45	8.7
1423946_at	7.11	7.03	8.54	8.84	8.92	7.1
1438616_x_at	3.88	3.57	4.74	5.56	5.42	3.69
1415724_a_at	9.79	9.7	11.03	11.97	11.96	10.06
1444238_at	2.65	2.65	4	4.47	4.38	2.63
1429856_at	3.29	3.11	4.21	4.85	4.86	3.21
1429343_at	3.36	3.39	4.7	5.3	5.16	3.4
1447631_at	5.82	5.6	7.49	7.23	7.43	5.66
1440705_at	2.25	2.22	3.45	4.08	3.99	2.31
1420787_at	2.3	2.25	3.42	4.13	4.03	2.32
1419603_at	2.15	2.17	3.4	3.99	3.95	2.18
1452177_at	3.23	2.87	4.11	4.64	4.57	2.76
1448114_a_at	8.08	8.26	9.54	9.8	9.85	8.09
1418102_at	3.48	3.79	4.79	5.54	5.45	3.85
1439950_at	3.11	2.89	4.21	4.69	4.77	3
1447077_at	3.21	3.4	4.33	5.14	4.94	2.99
1421754_at	8.41	8.1	9.55	10.09	10.16	8.45
1425076_at	6.22	6.29	7.27	8.15	8.11	6.38
1417775_at	7.85	8.06	9.35	9.6	9.44	7.67
1423262_a_at	10.84	10.75	12.01	12.51	12.47	10.76
1419517_at	2.73	2.98	4.08	4.55	4.34	2.54
1437449_at	4.48	4.35	5.65	5.92	5.87	3.97
1432968_at	2.67	2.78	3.98	4.51	4.5	2.66
1426791_at	4.57	4.61	5.79	6.41	6.38	4.6
1417825_at	10.62	10.58	11.48	12.19	12.15	10.09
1458196_at	2.02	2.36	3.55	3.78	3.88	2.16
1456752_at	6.25	6.12	7.13	7.8	8.09	6.16
1434202_a_at	2.56	2.47	3.79	4.37	4.33	2.69
1457409_at	2.36	2.35	3.54	4.06	4.26	2.31
1426563_at	3.36	3.69	4.82	5.16	5.15	3.38
1422607_at	3.24	3.23	3.85	4.61	4.48	2.94
1450682_at	2.28	2.57	3.64	4.25	4.16	2.34
1454948_at	8.15	8.5	9.47	9.93	9.98	8.13
1444308_at	2.88	2.74	3.93	4.61	4.58	2.71
1453777_a_at	2.27	2.39	3.48	4.24	4.1	2.18
1425576_at	8.06	7.73	9.28	9.66	9.79	7.8
1428991_at	2.82	2.72	4.02	4.54	4.57	2.73
1427661_a_at	7.25	7.14	8.53	9.06	9.04	7.19
1454238_a_at	2.36	2.44	3.47	4.18	4.26	2.26
1426479_a_at	5.71	5.81	7.14	7.51	7.54	5.76
1419932_s_at	2.34	2.4	3.67	4.27	4.1	2.31
1432424_at	2.29	2.46	3.73	4.4	4.28	2.42
1435813_at	2.89	2.61	4.21	4.58	4.64	2.7
1442101_at	3.15	3.02	4.41	4.66	4.8	2.88
1447068_at	3.03	3.12	4.24	4.7	4.76	2.94
1417638_at	3.36	3.45	4.48	5.13	5.28	3.43
1441634_at	2.83	2.81	3.91	4.53	4.48	2.75
1440579_at	3.4	3.27	4.45	5.08	4.99	3.29
1426297_at	7.76	7.97	9.09	9.28	9.36	7.46
1425814_a_at	7.1	7.58	8.93	8.6	8.33	6.97
1451960_a_at	3.74	3.58	5.02	5.54	5.38	3.69
1453615_at	2.85	2.75	3.93	4.2	4.38	2.73
1460726_at	9.46	9.55	10.82	11.28	11.1	9.43
1439331_at	2.66	2.56	3.77	4.3	4.33	2.55
1457202_at	3.14	3.07	4.22	4.69	4.93	3.12
1449048_s_at	5.04	5.09	6.54	6.91	7.2	4.9
1418362_at	2.27	2.33	3.56	4.14	3.99	2.4
1427350_a_at	6.35	6.45	7.53	7.93	8	6.28
1440348_at	3.67	3.8	5.25	5.53	5.79	3.79
1424839_a_at	6.3	6.22	7.15	8.1	7.67	6.06
1422819_at	8.07	8.17	9.39	9.99	9.67	8.14
1437871_at	2.43	2.64	3.63	4.34	4.25	2.55
1444002_at	2.95	2.88	4.21	4.74	4.68	2.93
1438892_at	2.72	2.65	3.97	4.38	4.34	2.62
1457821_at	3.28	3.22	4.35	4.96	4.8	3
1421283_at	2.65	2.69	3.84	4.44	4.27	2.58
1445994_at	2.52	2.43	3.63	4.18	4.1	2.38
1457445_at	3.49	3.89	5.13	5.84	5.53	4.18
1431073_at	3.47	3.45	5.24	5.28	5.4	3.83
1431866_at	3.68	3.33	4.82	5.3	5.17	3.26
1441161_at	3.06	3.08	4.36	4.85	4.8	2.98
1441968_at	4.27	4.13	5.44	5.98	6	4.25
1418947_at	4.87	4.82	6.25	6.93	6.93	5.45
1424197_s_at	5.43	5.51	6.71	7.21	7.24	5.48
1416951_a_at	8.73	8.64	9.98	10.77	10.7	9.02
1443447_at	2.75	2.64	3.89	4.37	4.25	2.44
1453633_a_at	4.38	4.06	5.4	5.99	6	4.04
1444023_at	2.55	2.4	3.63	4.22	3.99	2.36
1420013_s_at	7.67	7.86	8.41	9.37	9.48	7.43
1449781_at	2.94	2.8	4.19	4.68	4.66	3.14
1430537_at	2.89	2.88	4.07	4.66	4.77	2.87
1436644_x_at	3.12	3.13	4.3	4.78	4.49	3.07
1416956_at	8.03	8.4	9.71	10.18	10.08	8.39
1456047_at	3.23	3.42	4.49	5.22	5.05	3.34
1430554_at	2.29	2.15	3.76	4.04	4.19	2.29
1449184_at	3.63	3.74	4.75	5.67	6.01	4.31
1434699_at	6.39	6.56	7.39	7.94	8.1	6.37
1421178_at	2.75	2.85	4	4.48	4.54	2.87
1450136_at	2.57	2.53	3.97	4.36	4.43	2.5
1453379_at	3.07	3.17	4.39	5.04	4.7	3.04
1459887_at	3.86	3.7	4.96	5.39	5.24	3.6
1459295_at	2.57	2.36	3.63	4.42	4.05	2.42
1438823_at	2.79	2.72	4.04	4.59	4.44	2.87
1447409_at	5.12	5.32	6.64	7.28	7.22	5.39
1458754_at	2.7	2.61	3.89	4.4	4.47	2.59
1436574_at	4.13	3.79	5.55	6.45	5.9	4.15
1429045_at	6.32	6.21	7.51	7.9	7.77	6.27
1451352_s_at	7.91	7.87	9.15	9.58	9.58	7.83
1425868_at	2.98	2.97	4.17	5.04	4.92	3.3
1459770_at	4.02	4.02	5.27	5.69	5.8	3.99
1442960_at	4.08	3.93	5.44	5.81	5.78	4.21
1429473_at	5.34	5.58	6.95	7.57	7.28	5.7
1443630_at	2.35	2.44	3.63	3.97	4.01	2.24
1423752_at	8.82	8.95	10.1	10.51	10.34	8.72
1454647_at	6.2	6.08	7.06	8.03	7.68	5.96
1444920_at	2.69	2.57	4.21	4.47	4.23	2.65
1437773_x_at	9.59	9.62	10.89	11.84	11.62	9.71
1440166_x_at	2.85	2.79	3.8	4.49	4.3	2.66
1439880_at	2.62	2.65	3.8	4.46	4.35	2.63
1452401_at	8.04	8.06	9.38	9.93	9.83	8.16
1444496_at	3.17	3.15	4.7	4.84	4.83	3.17
1424757_at	3.75	3.74	5.09	5.66	5.56	3.68
1416304_at	6.77	6.44	8.38	8.41	8.69	6.65
1442128_at	5.25	4.64	6.44	6.44	6.59	5.08
1444664_at	2.41	2.39	3.58	4.17	4.12	2.34
1448473_at	6.99	6.95	8.32	8.62	8.63	6.92
1420558_at	6.75	7.71	8.38	9.24	9.28	7.73
1430464_at	3.09	3.32	4.24	4.82	5.12	3.19
1446074_at	3.29	3.36	4.82	5.44	5.38	3.5
1428781_at	2.73	2.57	4.01	4.32	4.49	2.59
1428785_at	3.8	3.88	5.04	5.53	5.44	3.68
1454907_at	5.44	5.5	6.7	7.24	7.12	5.4
1441052_at	4.48	4.51	5.91	6.33	6.27	4.43
1428487_s_at	6.49	6.1	7.41	8.06	7.97	6.29
1425698_a_at	4.51	4.6	5.65	6.29	6.36	4.55
1447448_s_at	8.16	8.17	9.54	9.83	9.66	8.11
1432674_at	2.64	2.86	4.16	4.83	4.46	2.72
1423603_at	4.24	4.56	6.41	6.1	5.8	4.26
1424831_at	5.94	5.64	6.75	7.42	7.38	5.73
1431748_a_at	4.53	4.59	5.99	6.32	6.18	4.64
1448217_a_at	11.29	11.25	12.59	13.07	13.01	11.33
1443601_at	2.45	2.44	3.74	4.28	4.07	2.56
1448494_at	3.01	2.88	4.05	4.65	4.78	2.9
1438011_at	6.4	6.68	7.8	8.46	8.16	6.86
1448754_at	7.03	6.27	6.59	8.77	7.97	7.2
1446102_at	2.52	2.7	3.9	4.29	4.44	2.6
1439763_at	2.87	2.71	4.05	4.53	4.73	2.91
1452853_at	2.46	2.63	3.7	4.39	4.28	2.48
1424151_at	9.85	9.9	11.02	11.56	11.26	9.64
1455047_at	7.42	7.44	8.79	9.34	9.22	7.51
1454721_at	6.84	6.45	7.82	8.46	8.45	6.68
1457431_at	2.91	2.67	3.96	4.47	4.43	2.54
1439167_at	2.72	2.73	3.84	4.59	4.49	2.63
1438305_at	2.96	2.8	3.88	4.65	4.45	2.65
1438400_at	6.83	6.94	8.18	8.72	8.71	6.93
1432273_a_at	4.63	4.59	5.73	6.47	6.25	4.63
1421093_at	3.27	3.65	4.62	5.43	5.35	3.37
1418384_at	7.44	7.42	8.55	9.24	9.17	7.37
1420024_s_at	8.84	8.92	10.15	10.66	10.46	8.86
1421304_at	2.2	2.1	3.49	4.04	3.88	2.21
1423014_at	3.07	2.98	4.53	4.78	4.78	3.13
1445752_at	2.86	2.91	4.38	4.58	4.62	2.78
1449750_at	3.39	3.66	4.92	5.47	5.42	3.84
1421055_at	7.74	7.52	8.98	9.14	9.04	7.53
1432226_at	2.93	2.96	4.12	4.8	4.85	2.81
1424967_x_at	2.5	2.45	3.72	4.3	4.24	2.58
1445677_x_at	2.68	2.61	3.84	4.43	4.35	2.63
1457810_at	2.82	2.71	3.99	4.54	4.59	2.93
1418719_at	6.61	6.53	7.82	8.36	8.23	6.6
1428076_s_at	9.6	9.58	10.65	11.11	11.04	9.32
1450552_at	4.11	4.17	5.33	5.95	5.9	4.05
